OrderDate,GWP,VS
8/9/2017,10800,15350.72043
9/9/2017,10800,15350.72043
10/9/2017,10800,15350.72043
11/9/2017,10800,15350.72043
12/9/2017,10800,15350.72043
13/9/2017,10800,15350.72043
14/9/2017,10800,15350.72043
15/9/2017,10800,15350.72043
16/9/2017,10800,15350.72043
17/9/2017,10800,15350.72043
18/9/2017,10800,15350.72043
19/9/2017,10800,15350.72043
20/9/2017,10800,15350.72043
21/9/2017,10800,15350.72043
22/9/2017,10800,15350.72043
23/9/2017,10800,15350.72043
24/9/2017,10800,15350.72043
25/9/2017,10800,15350.72043
26/9/2017,10800,15350.72043
27/9/2017,10800,15350.72043
28/9/2017,10800,15350.72043
29/9/2017,10800,15350.72043
30/9/2017,10800,15350.72043
1/10/2017,1200,35798.27957
2/10/2017,1200,35798.27957
3/10/2017,1200,35798.27957
4/10/2017,1200,35798.27957
5/10/2017,1200,35798.27957
6/10/2017,1200,35798.27957
7/10/2017,1200,35798.27957
8/10/2017,1200,35798.27957
9/10/2017,1200,35798.27957
10/10/2017,1200,35798.27957
11/10/2017,1200,35798.27957
12/10/2017,1200,35798.27957
13/10/2017,1200,35798.27957
14/10/2017,1200,35798.27957
15/10/2017,1200,35798.27957
16/10/2017,1200,35798.27957
17/10/2017,1200,35798.27957
18/10/2017,1200,35798.27957
19/10/2017,1200,35798.27957
20/10/2017,1200,35798.27957
21/10/2017,1200,35798.27957
22/10/2017,1200,35798.27957
23/10/2017,1200,35798.27957
24/10/2017,1200,35798.27957
25/10/2017,1200,35798.27957
26/10/2017,1200,35798.27957
27/10/2017,1200,35798.27957
28/10/2017,1200,35798.27957
29/10/2017,1200,35798.27957
30/10/2017,1200,35798.27957
31/10/2017,1200,35798.27957
1/11/2017,10600,55930
2/11/2017,10600,55930
3/11/2017,10600,55930
4/11/2017,10600,55930
5/11/2017,10600,55930
6/11/2017,10600,55930
7/11/2017,10600,55930
8/11/2017,10600,55930
9/11/2017,10600,55930
10/11/2017,10600,55930
11/11/2017,10600,55930
12/11/2017,10600,55930
13/11/2017,10600,55930
14/11/2017,10600,55930
15/11/2017,10600,55930
16/11/2017,10600,55930
17/11/2017,10600,55930
18/11/2017,10600,55930
19/11/2017,10600,55930
20/11/2017,10600,55930
21/11/2017,10600,55930
22/11/2017,10600,55930
23/11/2017,10600,55930
24/11/2017,10600,55930
25/11/2017,10600,55930
26/11/2017,10600,55930
27/11/2017,10600,55930
28/11/2017,10600,55930
29/11/2017,10600,55930
30/11/2017,10600,55930
1/12/2017,900,20505.41667
2/12/2017,900,20505.41667
3/12/2017,900,20505.41667
4/12/2017,900,20505.41667
5/12/2017,900,20505.41667
6/12/2017,900,20505.41667
7/12/2017,900,20505.41667
8/12/2017,900,20505.41667
9/12/2017,900,20505.41667
10/12/2017,900,20505.41667
11/12/2017,900,20505.41667
12/12/2017,900,20505.41667
13/12/2017,900,20505.41667
14/12/2017,900,20505.41667
15/12/2017,900,20505.41667
16/12/2017,900,20505.41667
17/12/2017,900,20505.41667
18/12/2017,900,20505.41667
19/12/2017,900,20505.41667
20/12/2017,900,20505.41667
21/12/2017,900,20505.41667
22/12/2017,900,20505.41667
23/12/2017,900,20505.41667
24/12/2017,900,20505.41667
25/12/2017,900,20505.41667
26/12/2017,900,20505.41667
27/12/2017,900,20505.41667
28/12/2017,900,20505.41667
29/12/2017,900,20505.41667
30/12/2017,900,20505.41667
31/12/2017,900,20505.41667
1/1/2018,3878.947368,12929.16228
2/1/2018,3878.947368,12929.16228
3/1/2018,3878.947368,12929.16228
4/1/2018,3878.947368,12929.16228
5/1/2018,3878.947368,12929.16228
6/1/2018,3878.947368,12929.16228
7/1/2018,3878.947368,12929.16228
8/1/2018,3878.947368,12929.16228
9/1/2018,3878.947368,12929.16228
10/1/2018,3878.947368,12929.16228
11/1/2018,3878.947368,12929.16228
12/1/2018,3878.947368,12929.16228
13/1/2018,3878.947368,12929.16228
14/1/2018,3878.947368,12929.16228
15/1/2018,3878.947368,12929.16228
16/1/2018,3878.947368,12929.16228
17/1/2018,3878.947368,12929.16228
18/1/2018,3878.947368,12929.16228
19/1/2018,3878.947368,12929.16228
20/1/2018,3878.947368,12929.16228
21/1/2018,3878.947368,12929.16228
22/1/2018,3878.947368,12929.16228
23/1/2018,3878.947368,12929.16228
24/1/2018,3878.947368,12929.16228
25/1/2018,3878.947368,12929.16228
26/1/2018,3878.947368,12929.16228
27/1/2018,3878.947368,12929.16228
28/1/2018,3878.947368,12929.16228
29/1/2018,3878.947368,12929.16228
30/1/2018,3878.947368,12929.16228
31/1/2018,3878.947368,12929.16228
1/2/2018,1621.052632,16988.42105
2/2/2018,1621.052632,16988.42105
3/2/2018,1621.052632,16988.42105
4/2/2018,1621.052632,16988.42105
5/2/2018,1621.052632,16988.42105
6/2/2018,1621.052632,16988.42105
7/2/2018,1621.052632,16988.42105
8/2/2018,1621.052632,16988.42105
9/2/2018,1621.052632,16988.42105
10/2/2018,1621.052632,16988.42105
11/2/2018,1621.052632,16988.42105
12/2/2018,1621.052632,16988.42105
13/2/2018,1621.052632,16988.42105
14/2/2018,1621.052632,16988.42105
15/2/2018,1621.052632,16988.42105
16/2/2018,1621.052632,16988.42105
17/2/2018,1621.052632,16988.42105
18/2/2018,1621.052632,16988.42105
19/2/2018,1621.052632,16988.42105
20/2/2018,1621.052632,16988.42105
21/2/2018,1621.052632,16988.42105
22/2/2018,1621.052632,16988.42105
23/2/2018,1621.052632,16988.42105
24/2/2018,1621.052632,16988.42105
25/2/2018,1621.052632,16988.42105
26/2/2018,1621.052632,16988.42105
27/2/2018,1621.052632,16988.42105
28/2/2018,1621.052632,16988.42105
1/3/2018,0,15020
2/3/2018,0,15020
3/3/2018,0,15020
4/3/2018,0,15020
5/3/2018,0,15020
6/3/2018,0,15020
7/3/2018,0,15020
8/3/2018,0,15020
9/3/2018,0,15020
10/3/2018,0,15020
11/3/2018,0,15020
12/3/2018,0,15020
13/3/2018,0,15020
14/3/2018,0,15020
15/3/2018,0,15020
16/3/2018,0,15020
17/3/2018,0,15020
18/3/2018,0,15020
19/3/2018,0,15020
20/3/2018,0,15020
21/3/2018,0,15020
22/3/2018,0,15020
23/3/2018,0,15020
24/3/2018,0,15020
25/3/2018,0,15020
26/3/2018,0,15020
27/3/2018,0,15020
28/3/2018,0,15020
29/3/2018,0,15020
30/3/2018,0,15020
31/3/2018,0,15020
1/4/2018,3789.428571,16507.60606
2/4/2018,3789.428571,16507.60606
3/4/2018,3789.428571,16507.60606
4/4/2018,3789.428571,16507.60606
5/4/2018,3789.428571,16507.60606
6/4/2018,3789.428571,16507.60606
7/4/2018,3789.428571,16507.60606
8/4/2018,3789.428571,16507.60606
9/4/2018,3789.428571,16507.60606
10/4/2018,3789.428571,16507.60606
11/4/2018,3789.428571,16507.60606
12/4/2018,3789.428571,16507.60606
13/4/2018,3789.428571,16507.60606
14/4/2018,3789.428571,16507.60606
15/4/2018,3789.428571,16507.60606
16/4/2018,3789.428571,16507.60606
17/4/2018,3789.428571,16507.60606
18/4/2018,3789.428571,16507.60606
19/4/2018,3789.428571,16507.60606
20/4/2018,3789.428571,16507.60606
21/4/2018,3789.428571,16507.60606
22/4/2018,3789.428571,16507.60606
23/4/2018,3789.428571,16507.60606
24/4/2018,3789.428571,16507.60606
25/4/2018,3789.428571,16507.60606
26/4/2018,3789.428571,16507.60606
27/4/2018,3789.428571,16507.60606
28/4/2018,3789.428571,16507.60606
29/4/2018,3789.428571,16507.60606
30/4/2018,3789.428571,16507.60606
1/5/2018,4110.571429,61482.00932
2/5/2018,4110.571429,61482.00932
3/5/2018,4110.571429,61482.00932
4/5/2018,4110.571429,61482.00932
5/5/2018,4110.571429,61482.00932
6/5/2018,4110.571429,61482.00932
7/5/2018,4110.571429,61482.00932
8/5/2018,4110.571429,61482.00932
9/5/2018,4110.571429,61482.00932
10/5/2018,4110.571429,61482.00932
11/5/2018,4110.571429,61482.00932
12/5/2018,4110.571429,61482.00932
13/5/2018,4110.571429,61482.00932
14/5/2018,4110.571429,61482.00932
15/5/2018,4110.571429,61482.00932
16/5/2018,4110.571429,61482.00932
17/5/2018,4110.571429,61482.00932
18/5/2018,4110.571429,61482.00932
19/5/2018,4110.571429,61482.00932
20/5/2018,4110.571429,61482.00932
21/5/2018,4110.571429,61482.00932
22/5/2018,4110.571429,61482.00932
23/5/2018,4110.571429,61482.00932
24/5/2018,4110.571429,61482.00932
25/5/2018,4110.571429,61482.00932
26/5/2018,4110.571429,61482.00932
27/5/2018,4110.571429,61482.00932
28/5/2018,4110.571429,61482.00932
29/5/2018,4110.571429,61482.00932
30/5/2018,4110.571429,61482.00932
31/5/2018,4110.571429,61482.00932
1/6/2018,0,14264.61538
2/6/2018,0,14264.61538
3/6/2018,0,14264.61538
4/6/2018,0,14264.61538
5/6/2018,0,14264.61538
6/6/2018,0,14264.61538
7/6/2018,0,14264.61538
8/6/2018,0,14264.61538
9/6/2018,0,14264.61538
10/6/2018,0,14264.61538
11/6/2018,0,14264.61538
12/6/2018,0,14264.61538
13/6/2018,0,14264.61538
14/6/2018,0,14264.61538
15/6/2018,0,14264.61538
16/6/2018,0,14264.61538
17/6/2018,0,14264.61538
18/6/2018,0,14264.61538
19/6/2018,0,14264.61538
20/6/2018,0,14264.61538
21/6/2018,0,14264.61538
22/6/2018,0,14264.61538
23/6/2018,0,14264.61538
24/6/2018,0,14264.61538
25/6/2018,0,14264.61538
26/6/2018,0,14264.61538
27/6/2018,0,14264.61538
28/6/2018,0,14264.61538
29/6/2018,0,14264.61538
30/6/2018,0,14264.61538
1/7/2018,0,10730.76923
2/7/2018,0,10730.76923
3/7/2018,0,10730.76923
4/7/2018,0,10730.76923
5/7/2018,0,10730.76923
6/7/2018,0,10730.76923
7/7/2018,0,10730.76923
8/7/2018,0,10730.76923
9/7/2018,0,10730.76923
10/7/2018,0,10730.76923
11/7/2018,0,10730.76923
12/7/2018,0,10730.76923
13/7/2018,0,10730.76923
14/7/2018,0,10730.76923
15/7/2018,0,10730.76923
16/7/2018,0,10730.76923
17/7/2018,0,10730.76923
18/7/2018,0,10730.76923
19/7/2018,0,10730.76923
20/7/2018,0,10730.76923
21/7/2018,0,10730.76923
22/7/2018,0,10730.76923
23/7/2018,0,10730.76923
24/7/2018,0,10730.76923
25/7/2018,0,10730.76923
26/7/2018,0,10730.76923
27/7/2018,0,10730.76923
28/7/2018,0,10730.76923
29/7/2018,0,10730.76923
30/7/2018,0,10730.76923
31/7/2018,0,10730.76923
1/8/2018,0,1200
2/8/2018,0,1200
3/8/2018,0,1200
4/8/2018,0,1200
5/8/2018,0,1200
6/8/2018,0,1200
7/8/2018,0,1200
8/8/2018,0,1200
9/8/2018,0,1200
10/8/2018,0,1200
11/8/2018,0,1200
12/8/2018,0,1200
13/8/2018,0,1200
14/8/2018,0,1200
15/8/2018,0,1200
16/8/2018,0,1200
17/8/2018,0,1200
18/8/2018,0,1200
19/8/2018,0,1200
20/8/2018,0,1200
21/8/2018,0,1200
22/8/2018,0,1200
23/8/2018,0,1200
24/8/2018,0,1200
25/8/2018,0,1200
26/8/2018,0,1200
27/8/2018,0,1200
28/8/2018,0,1200
29/8/2018,0,1200
30/8/2018,0,1200
31/8/2018,0,1200
1/9/2018,0,11500
2/9/2018,0,11500
3/9/2018,0,11500
4/9/2018,0,11500
5/9/2018,0,11500
6/9/2018,0,11500
7/9/2018,0,11500
8/9/2018,0,11500
9/9/2018,0,11500
10/9/2018,0,11500
11/9/2018,0,11500
12/9/2018,0,11500
13/9/2018,0,11500
14/9/2018,0,11500
15/9/2018,0,11500
16/9/2018,0,11500
17/9/2018,0,11500
18/9/2018,0,11500
19/9/2018,0,11500
20/9/2018,0,11500
21/9/2018,0,11500
22/9/2018,0,11500
23/9/2018,0,11500
24/9/2018,0,11500
25/9/2018,0,11500
26/9/2018,0,11500
27/9/2018,0,11500
28/9/2018,0,11500
29/9/2018,0,11500
30/9/2018,0,11500
1/10/2018,1168.243243,11893.24324
2/10/2018,1168.243243,11893.24324
3/10/2018,1168.243243,11893.24324
4/10/2018,1168.243243,11893.24324
5/10/2018,1168.243243,11893.24324
6/10/2018,1168.243243,11893.24324
7/10/2018,1168.243243,11893.24324
8/10/2018,1168.243243,11893.24324
9/10/2018,1168.243243,11893.24324
10/10/2018,1168.243243,11893.24324
11/10/2018,1168.243243,11893.24324
12/10/2018,1168.243243,11893.24324
13/10/2018,1168.243243,11893.24324
14/10/2018,1168.243243,11893.24324
15/10/2018,1168.243243,11893.24324
16/10/2018,1168.243243,11893.24324
17/10/2018,1168.243243,11893.24324
18/10/2018,1168.243243,11893.24324
19/10/2018,1168.243243,11893.24324
20/10/2018,1168.243243,11893.24324
21/10/2018,1168.243243,11893.24324
22/10/2018,1168.243243,11893.24324
23/10/2018,1168.243243,11893.24324
24/10/2018,1168.243243,11893.24324
25/10/2018,1168.243243,11893.24324
26/10/2018,1168.243243,11893.24324
27/10/2018,1168.243243,11893.24324
28/10/2018,1168.243243,11893.24324
29/10/2018,1168.243243,11893.24324
30/10/2018,1168.243243,11893.24324
31/10/2018,1168.243243,11893.24324
1/11/2018,4072.995126,80352.94595
2/11/2018,4072.995126,80352.94595
3/11/2018,4072.995126,80352.94595
4/11/2018,4072.995126,80352.94595
5/11/2018,4072.995126,80352.94595
6/11/2018,4072.995126,80352.94595
7/11/2018,4072.995126,80352.94595
8/11/2018,4072.995126,80352.94595
9/11/2018,4072.995126,80352.94595
10/11/2018,4072.995126,80352.94595
11/11/2018,4072.995126,80352.94595
12/11/2018,4072.995126,80352.94595
13/11/2018,4072.995126,80352.94595
14/11/2018,4072.995126,80352.94595
15/11/2018,4072.995126,80352.94595
16/11/2018,4072.995126,80352.94595
17/11/2018,4072.995126,80352.94595
18/11/2018,4072.995126,80352.94595
19/11/2018,4072.995126,80352.94595
20/11/2018,4072.995126,80352.94595
21/11/2018,4072.995126,80352.94595
22/11/2018,4072.995126,80352.94595
23/11/2018,4072.995126,80352.94595
24/11/2018,4072.995126,80352.94595
25/11/2018,4072.995126,80352.94595
26/11/2018,4072.995126,80352.94595
27/11/2018,4072.995126,80352.94595
28/11/2018,4072.995126,80352.94595
29/11/2018,4072.995126,80352.94595
30/11/2018,4072.995126,80352.94595
1/12/2018,4208.76163,28360.81081
2/12/2018,4208.76163,28360.81081
3/12/2018,4208.76163,28360.81081
4/12/2018,4208.76163,28360.81081
5/12/2018,4208.76163,28360.81081
6/12/2018,4208.76163,28360.81081
7/12/2018,4208.76163,28360.81081
8/12/2018,4208.76163,28360.81081
9/12/2018,4208.76163,28360.81081
10/12/2018,4208.76163,28360.81081
11/12/2018,4208.76163,28360.81081
12/12/2018,4208.76163,28360.81081
13/12/2018,4208.76163,28360.81081
14/12/2018,4208.76163,28360.81081
15/12/2018,4208.76163,28360.81081
16/12/2018,4208.76163,28360.81081
17/12/2018,4208.76163,28360.81081
18/12/2018,4208.76163,28360.81081
19/12/2018,4208.76163,28360.81081
20/12/2018,4208.76163,28360.81081
21/12/2018,4208.76163,28360.81081
22/12/2018,4208.76163,28360.81081
23/12/2018,4208.76163,28360.81081
24/12/2018,4208.76163,28360.81081
25/12/2018,4208.76163,28360.81081
26/12/2018,4208.76163,28360.81081
27/12/2018,4208.76163,28360.81081
28/12/2018,4208.76163,28360.81081
29/12/2018,4208.76163,28360.81081
30/12/2018,4208.76163,28360.81081
31/12/2018,4208.76163,28360.81081
1/1/2019,0,50635.29412
2/1/2019,0,50635.29412
3/1/2019,0,50635.29412
4/1/2019,0,50635.29412
5/1/2019,0,50635.29412
6/1/2019,0,50635.29412
7/1/2019,0,50635.29412
8/1/2019,0,50635.29412
9/1/2019,0,50635.29412
10/1/2019,0,50635.29412
11/1/2019,0,50635.29412
12/1/2019,0,50635.29412
13/1/2019,0,50635.29412
14/1/2019,0,50635.29412
15/1/2019,0,50635.29412
16/1/2019,0,50635.29412
17/1/2019,0,50635.29412
18/1/2019,0,50635.29412
19/1/2019,0,50635.29412
20/1/2019,0,50635.29412
21/1/2019,0,50635.29412
22/1/2019,0,50635.29412
23/1/2019,0,50635.29412
24/1/2019,0,50635.29412
25/1/2019,0,50635.29412
26/1/2019,0,50635.29412
27/1/2019,0,50635.29412
28/1/2019,0,50635.29412
29/1/2019,0,50635.29412
30/1/2019,0,50635.29412
31/1/2019,0,50635.29412
1/2/2019,1335.958333,26098.31005
2/2/2019,1335.958333,26098.31005
3/2/2019,1335.958333,26098.31005
4/2/2019,1335.958333,26098.31005
5/2/2019,1335.958333,26098.31005
6/2/2019,1335.958333,26098.31005
7/2/2019,1335.958333,26098.31005
8/2/2019,1335.958333,26098.31005
9/2/2019,1335.958333,26098.31005
10/2/2019,1335.958333,26098.31005
11/2/2019,1335.958333,26098.31005
12/2/2019,1335.958333,26098.31005
13/2/2019,1335.958333,26098.31005
14/2/2019,1335.958333,26098.31005
15/2/2019,1335.958333,26098.31005
16/2/2019,1335.958333,26098.31005
17/2/2019,1335.958333,26098.31005
18/2/2019,1335.958333,26098.31005
19/2/2019,1335.958333,26098.31005
20/2/2019,1335.958333,26098.31005
21/2/2019,1335.958333,26098.31005
22/2/2019,1335.958333,26098.31005
23/2/2019,1335.958333,26098.31005
24/2/2019,1335.958333,26098.31005
25/2/2019,1335.958333,26098.31005
26/2/2019,1335.958333,26098.31005
27/2/2019,1335.958333,26098.31005
28/2/2019,1335.958333,26098.31005
1/3/2019,1952.041667,41572.55321
2/3/2019,1952.041667,41572.55321
3/3/2019,1952.041667,41572.55321
4/3/2019,1952.041667,41572.55321
5/3/2019,1952.041667,41572.55321
6/3/2019,1952.041667,41572.55321
7/3/2019,1952.041667,41572.55321
8/3/2019,1952.041667,41572.55321
9/3/2019,1952.041667,41572.55321
10/3/2019,1952.041667,41572.55321
11/3/2019,1952.041667,41572.55321
12/3/2019,1952.041667,41572.55321
13/3/2019,1952.041667,41572.55321
14/3/2019,1952.041667,41572.55321
15/3/2019,1952.041667,41572.55321
16/3/2019,1952.041667,41572.55321
17/3/2019,1952.041667,41572.55321
18/3/2019,1952.041667,41572.55321
19/3/2019,1952.041667,41572.55321
20/3/2019,1952.041667,41572.55321
21/3/2019,1952.041667,41572.55321
22/3/2019,1952.041667,41572.55321
23/3/2019,1952.041667,41572.55321
24/3/2019,1952.041667,41572.55321
25/3/2019,1952.041667,41572.55321
26/3/2019,1952.041667,41572.55321
27/3/2019,1952.041667,41572.55321
28/3/2019,1952.041667,41572.55321
29/3/2019,1952.041667,41572.55321
30/3/2019,1952.041667,41572.55321
31/3/2019,1952.041667,41572.55321
1/4/2019,1200,41918.00929
2/4/2019,1200,41918.00929
3/4/2019,1200,41918.00929
4/4/2019,1200,41918.00929
5/4/2019,1200,41918.00929
6/4/2019,1200,41918.00929
7/4/2019,1200,41918.00929
8/4/2019,1200,41918.00929
9/4/2019,1200,41918.00929
10/4/2019,1200,41918.00929
11/4/2019,1200,41918.00929
12/4/2019,1200,41918.00929
13/4/2019,1200,41918.00929
14/4/2019,1200,41918.00929
15/4/2019,1200,41918.00929
16/4/2019,1200,41918.00929
17/4/2019,1200,41918.00929
18/4/2019,1200,41918.00929
19/4/2019,1200,41918.00929
20/4/2019,1200,41918.00929
21/4/2019,1200,41918.00929
22/4/2019,1200,41918.00929
23/4/2019,1200,41918.00929
24/4/2019,1200,41918.00929
25/4/2019,1200,41918.00929
26/4/2019,1200,41918.00929
27/4/2019,1200,41918.00929
28/4/2019,1200,41918.00929
29/4/2019,1200,41918.00929
30/4/2019,1200,41918.00929
1/5/2019,43742.06557,50484.55464
2/5/2019,43742.06557,50484.55464
3/5/2019,43742.06557,50484.55464
4/5/2019,43742.06557,50484.55464
5/5/2019,43742.06557,50484.55464
6/5/2019,43742.06557,50484.55464
7/5/2019,43742.06557,50484.55464
8/5/2019,43742.06557,50484.55464
9/5/2019,43742.06557,50484.55464
10/5/2019,43742.06557,50484.55464
11/5/2019,43742.06557,50484.55464
12/5/2019,43742.06557,50484.55464
13/5/2019,43742.06557,50484.55464
14/5/2019,43742.06557,50484.55464
15/5/2019,43742.06557,50484.55464
16/5/2019,43742.06557,50484.55464
17/5/2019,43742.06557,50484.55464
18/5/2019,43742.06557,50484.55464
19/5/2019,43742.06557,50484.55464
20/5/2019,43742.06557,50484.55464
21/5/2019,43742.06557,50484.55464
22/5/2019,43742.06557,50484.55464
23/5/2019,43742.06557,50484.55464
24/5/2019,43742.06557,50484.55464
25/5/2019,43742.06557,50484.55464
26/5/2019,43742.06557,50484.55464
27/5/2019,43742.06557,50484.55464
28/5/2019,43742.06557,50484.55464
29/5/2019,43742.06557,50484.55464
30/5/2019,43742.06557,50484.55464
31/5/2019,43742.06557,50484.55464
1/6/2019,5772.934426,8153.278689
2/6/2019,5772.934426,8153.278689
3/6/2019,5772.934426,8153.278689
4/6/2019,5772.934426,8153.278689
5/6/2019,5772.934426,8153.278689
6/6/2019,5772.934426,8153.278689
7/6/2019,5772.934426,8153.278689
8/6/2019,5772.934426,8153.278689
9/6/2019,5772.934426,8153.278689
10/6/2019,5772.934426,8153.278689
11/6/2019,5772.934426,8153.278689
12/6/2019,5772.934426,8153.278689
13/6/2019,5772.934426,8153.278689
14/6/2019,5772.934426,8153.278689
15/6/2019,5772.934426,8153.278689
16/6/2019,5772.934426,8153.278689
17/6/2019,5772.934426,8153.278689
18/6/2019,5772.934426,8153.278689
19/6/2019,5772.934426,8153.278689
20/6/2019,5772.934426,8153.278689
21/6/2019,5772.934426,8153.278689
22/6/2019,5772.934426,8153.278689
23/6/2019,5772.934426,8153.278689
24/6/2019,5772.934426,8153.278689
25/6/2019,5772.934426,8153.278689
26/6/2019,5772.934426,8153.278689
27/6/2019,5772.934426,8153.278689
28/6/2019,5772.934426,8153.278689
29/6/2019,5772.934426,8153.278689
30/6/2019,5772.934426,8153.278689
